雅	3721
送	3714
嘉	3708
漫	3708
童	3699
毕	3696
塔	3692
增	3692
厂	3690
雷	3675
响	3651
斗	3650
适	3635
背	3623
徐	3622
津	3600
票	3566
甲	3551
顶	3545
骨	3545
邮	3534
惠	3528
略	3522
馆	3504
充	3501
伦	3490
穿	3487
迎	3479
拿	3453
洛	3443
宜	3440
梅	3436
假	3429
幕	3427
沈	3425
征	3422
尽	3414
奖	3413
势	3410
险	3404
陵	3397
亿	3393
测	3389
搜	3386
徽	3381
承	3375
泽	3348
尊	3343
圳	3320
阅	3319
篇	3318
圈	3313
灯	3310
财	3309
耀	3308
似	3305
肉	3303
姓	3302
荐	3295
杰	3294
良	3291
豆	3288
贝	3288
辑	3275
凤	3269
衣	3253
邻	3250
跑	3249
剑	3242
羊	3237
纸	3233
酸	3228
股	3224
植	3220
姐	3203
盛	3199
室	3197
横	3196
卖	3188
泉	3187
针	3186
块	3176
伟	3170
鸟	3165
副	3153
宾	3151
伤	3140
野	3131
切	3128
令	3118
脑	3113
例	3106
售	3099
孕	3099
筑	3097
辽	3096
检	3096
善	3087
执	3085
酷	3085
鞋	3076
乌	3064
溪	3060
射	3053
申	3046
键	3033
甘	3023
秒	3012
萨	3011
魔	3010
◆	3005
输	3005
课	2999
概	2991
短	2991
订	2970
异	2952
警	2949
待	2948
遇	2939
昆	2931
若	2927
末	2919
虽	2915
曹	2907
责	2904
瑞	2901
追	2896
蛋	2894
轮	2890
烟	2875
陕	2869
宇	2866
览	2861
朱	2849
套	2847
够	2844
另	2824
冬	2819
综	2812
翻	2808
午	2805
紫	2798
负	2796
册	2796
刀	2794
伊	2793
丁	2793
岸	2787
晋	2784
礼	2777
堂	2771
腾	2761
刻	2760
胡	2758
毒	2757
恩	2756
汇	2753
杭	2746
席	2744
哦	2728
冷	2726
拥	2726
贴	2716
氏	2714
麻	2711
趣	2702
乔	2700
抗	2698
严	2697
静	2696
谷	2693
止	2678
须	2677
液	2664
鬼	2663
狗	2661
诺	2659
操	2656
宽	2655
巨	2635
害	2632
延	2631
池	2613
娘	2608
奶	2607
籍	2606
诉	2601
耳	2599
拔	2599
滨	2597
俄	2596
托	2595
狂	2590
钢	2589
伯	2589
豪	2584
坚	2582
船	2580
杜	2571
孔	2570
移	2568
庭	2567
岳	2561
络	2560
休	2546
惊	2546
鲜	2542
恋	2523
策	2517
吸	2514
协	2511
柳	2509
降	2508
摄	2504
隆	2495
鹿	2495
顾	2492
竟	2492
歇	2485
补	2485
脚	2483
互	2480
映	2480
桂	2477
库	2472
折	2468
凯	2463
阶	2457
琴	2454
盟	2444
莫	2444
畅	2443
谈	2440
熟	2438
镜	2436
劳	2436
莱	2435
桃	2435
攻	2430
苦	2424
扣	2407
靠	2406
露	2403
突	2401
借	2400
启	2398
描	2395
冲	2392
尾	2388
停	2379
娱	2377
弹	2372
偏	2370
拼	2366
×	2365
仁	2365
察	2364
倒	2362
曼	2348
'	2346
戴	2340
羽	2332
纯	2332
′	2327
倍	2327
遗	2324
兄	2322
森	2318
序	2313
亩	2306
厦	2305
胞	2303
浦	2302
寿	2302
诸	2300
麦	2297
培	2297
洪	2294
监	2294
唯	2290
练	2288
激	2287
凡	2276
寺	2275
誉	2275
急	2267
否	2263
沿	2262
燕	2254
固	2254
散	2253
旧	2245
摩	2241
聚	2238
伴	2233
洞	2232
繁	2230
竹	2225
沉	2220
隶	2220
坦	2219
旁	2215
疑	2206
途	2206
妹	2197
烧	2197
担	2196
幸	2187
卷	2183
岭	2181
肤	2179
软	2173
某	2170
慧	2166
审	2162
浏	2161
爆	2150
吨	2150
爸	2144
退	2144
澳	2134
疆	2127
零	2116
呼	2113
霸	2112
郭	2109
潮	2103
肥	2100
辰	2099
杂	2098
译	2096
寒	2094
献	2090
疗	2089
珍	2086
菲	2086
辛	2083
付	2080
肯	2073
救	2073
愿	2065
乎	2060
仪	2050
锦	2049
侠	2046
控	2043
径	2039
晨	2034
紧	2032
秘	2025
缘	2023
守	2018
邓	2017
益	2016
召	2016
肃	2015
顷	2011
缩	2009
啦	2007
捷	2006
俗	2001
减	1998
莲	1991
朗	1990
妇	1987
玛	1986
沃	1983
氧	1980
疯	1972
龄	1972
&	1969
锡	1968
震	1961
塞	1960
扬	1953
辆	1953
训	1946
跳	1946
盖	1942
侧	1938
败	1937
胎	1933
迁	1929
厚	1925
黎	1918
纬	1916
顿	1913
塘	1912
壮	1910
迷	1905
魏	1901
融	1899
伏	1896
挂	1890
瓦	1889
跨	1884
湘	1876
赏	1876
铜	1874
硬	1872
染	1870
刺	1870
访	1867
妻	1866
丘	1864
隔	1862
呵	1860
蛇	1856
喻	1856
艾	1856
乱	1855
壁	1847
灭	1847
贸	1845
勒	1842
亡	1837
沟	1835
勇	1832
探	1827
润	1826
亦	1819
墨	1815
租	1815
衡	1813
掉	1813
猫	1812
腰	1811
媒	1811
奔	1810
婆	1806
井	1806
岗	1802
插	1798
寻	1796
荷	1794
肖	1793
颗	1793
淮	1790
饭	1783
额	1782
赞	1778
符	1774
诚	1768
迅	1767
宿	1760
怪	1752
厅	1748
祥	1740
啥	1739
嘴	1737
郎	1733
咯	1730
础	1727
孟	1725
默	1724
爷	1719
坡	1719
舒	1713
娜	1711
忘	1706
谓	1704
魂	1703
透	1698
狼	1697
缺	1690
杯	1686
挽	1684
坛	1682
盐	1680
鼓	1679
#	1678
俊	1677
幼	1670
熙	1669
屋	1666
误	1661
猪	1658
祝	1654
董	1648
幻	1646
痛	1644
脸	1644
晶	1633
添	1633
洁	1629
欣	1625
朵	1623
忆	1623
烈	1620
悉	1616
贤	1615
虫	1615
慢	1612
判	1611
挑	1610
恶	1609
搞	1608
架	1602
苗	1602
<	1596
饮	1596
腿	1595
暗	1594
邦	1593
乳	1591
枪	1589
峡	1588
授	1588
糖	1581
浩	1578
混	1578
偶	1578
隐	1578
颖	1577
箱	1577
揭	1573
暖	1571
恒	1570
绩	1564
违	1562
递	1560
岩	1560
拜	1559
貌	1559
罪	1556
赤	1555
醉	1550
葛	1549
姆	1546
苹	1544
奏	1538
哲	1534
徒	1533
餐	1531
危	1526
呀	1523
驰	1523
寨	1522
柏	1520
掌	1519
袁	1515
敬	1515
浒	1511
怕	1502
残	1502
帖	1502
巧	1502
喝	1501
凉	1499
淡	1499
驻	1495
床	1495
渡	1492
骑	1491
漂	1485
碧	1485
晰	1479
陶	1478
甚	1477
汤	1477
敢	1475
篮	1473
截	1473
咨	1468
悟	1466
贯	1464
昨	1461
寓	1459
铺	1458
榜	1458
舟	1454
豹	1453
洗	1449
遍	1448
净	1448
坊	1445
悲	1444
诞	1442
账	1439
既	1437
悠	1437
睡	1435
犬	1434
滴	1434
漠	1432
脉	1431
敏	1431
盆	1427
侯	1423
牧	1419
竞	1418
脱	1418
辉	1416
熊	1415
淘	1415
庙	1414
卓	1413
迹	1413
舍	1407
菌	1406
锁	1405
埃	1404
督	1404
仔	1403
欲	1400
私	1400
懂	1399
孝	1397
讨	1397
泪	1392
闲	1387
萧	1378
壤	1377
亭	1372
挥	1372
倾	1360
帅	1356
凰	1356
聪	1355
谱	1353
逐	1351
吕	1351
眉	1350
暴	1346
浮	1345
束	1341
禁	1335
忠	1335
姑	1335
暂	1334
役	1333
敌	1332
砖	1332
扩	1332
燃	1331
坏	1331
崇	1330
泡	1329
悬	1326
渐	1323
箭	1323
疾	1321
炎	1318
纽	1316
妃	1312
^	1312
挺	1310
锋	1309
谋	1308
瓜	1308
仍	1290
绕	1289
旋	1288
填	1286
堡	1285
伙	1285
雕	1283
韵	1279
胶	1278
娃	1278
妆	1277
夕	1275
储	1270
涛	1268
予	1266
矿	1265
彭	1264
瓶	1263
辞	1262
戒	1257
孤	1256
凭	1250
匹	1249
忍	1249
鸣	1247
赫	1245
刷	1241
枝	1235
咸	1233
辣	1231
甄	1229
猴	1227
凌	1226
虚	1223
玄	1222
累	1221
膜	1220
泊	1220
芳	1218
抱	1218
乙	1215
吹	1214
勤	1213
鼠	1213
腊	1211
醒	1211
衔	1210
豫	1208
呈	1206
灾	1204
`	1199
宏	1199
→	1194
腹	1194
硕	1193
兔	1191
潘	1187
甜	1186
搭	1185
赶	1184
虹	1182
返	1182
尤	1182
溶	1180
侵	1177
柔	1172
傅	1171
莎	1166
潜	1164
奉	1159
困	1159
尖	1153
荆	1152
恐	1149
怒	1148
弱	1148
弄	1146
湿	1142
夺	1142
泥	1141
霍	1141
@	1141
’	1140
税	1139
番	1139
窗	1138
萌	1137
芬	1135
粤	1133
旦	1131
魅	1129
弃	1126
卧	1120
氢	1120
莉	1119
稳	1118
冯	1117
废	1114
纷	1113
惑	1112
栏	1111
灰	1110
敦	1109
幅	1108
链	1107
丑	1103
卢	1102
阵	1101
粒	1099
殊	1099
促	1098
兼	1098
耐	1096
殖	1095
廷	1094
焦	1093
昭	1093
悦	1092
磨	1089
聊	1087
鸿	1087
聘	1083
偷	1083
避	1081
摘	1080
估	1080
柱	1078
贡	1077
狮	1076
鄂	1075
屿	1075
轨	1070
翔	1070
努	1067
妖	1067
钻	1065
裁	1063
耕	1057
棉	1055
浓	1054
穷	1053
障	1051
艳	1051
涵	1051
慕	1049
闭	1048
损	1048
玲	1048
犯	1046
鹤	1041
纵	1040
触	1040
乃	1039
辅	1039
蒂	1036
郡	1036
肌	1036
撤	1035
塑	1034
逃	1033
潭	1033
墙	1032
罚	1032
桑	1030
宪	1029
胆	1029
兽	1023
鹏	1022
沪	1020
鉴	1019
霞	1016
炸	1015
皆	1013
颂	1011
纲	1011
轩	1010
沂	1009
碑	1009
姜	1008
碳	1007
℃	1007
鼻	1005
患	1004
雁	1002
忙	1001
摆	999
泛	999
蔡	998
狐	997
慈	997
汗	995
拳	995
症	991
遥	990
奈	990
仓	984
贺	982
齿	979
薇	978
赢	977
睛	974
吐	973
烦	972
胸	971
蒋	969
壳	967
爽	967
葡	965
璃	964
刑	963
惜	962
闪	961
赣	958
薛	958
贾	957
娇	957
\	956
庐	956
苍	954
郊	951
廉	951
雀	950
宅	950
滩	949
扎	949
抢	946
桐	944
滑	944
糕	944
逆	943
抓	942
哭	941
裤	940
臣	940
逸	939
锅	939
乾	938
贷	936
婷	935
蜜	933
毗	932
绵	932
弯	930
姬	930
芦	929
替	929
靖	928
傲	928
丈	928
浅	922
腐	921
遭	920
握	919
雾	918
弦	918
舰	917
霜	917
萄	916
韦	915
莞	913
奋	912
叔	911
「	910
蒸	909
‘	907
垂	903
嫁	902
曝	901
虑	901
驱	899
忧	898
迈	897
僧	897
棋	895
棒	893
宠	893
幽	891
柴	891
脂	889
遵	888
÷	887
吾	887
」	887
妙	886
励	884
涯	884
蜂	880
斜	880
仲	878
炮	875
阁	869
猎	868
彤	866
坝	865
姚	863
邀	862
夷	862
尿	862
喷	861
苑	860
振	858
玻	857
绘	857
汪	853
兆	850
耗	849
阻	848
蜀	847
曰	847
剂	845
贼	843
炼	843
胖	843
飘	843
闽	842
琳	836
贫	836
鹰	832
扶	829
肠	827
荒	826
瑶	825
彻	825
鸭	825
佩	822
闹	822
柯	821
鼎	820
轴	819
沧	819
剪	819
抽	817
殿	816
竖	815
茂	814
茅	812
仿	812
赋	811
咖	810
粮	810
淀	808
袋	808
盗	807
割	806
翅	806
屈	802
惯	801
闰	800
弗	798
旺	798
玫	798
剩	795
菊	795
俱	794
杆	794
胃	794
冈	793
朴	793
芝	793
薄	793
菩	791
逢	786
涉	786
嘛	783
裂	782
叉	781
尘	779
袭	778
瑰	778
儒	777
狱	770
械	770
辈	770
尝	769
汕	769
梯	769
劲	769
翰	768
郁	768
坪	767
鹅	767
帕	766
毁	764
姿	762
拟	762
逼	762
绪	760
煤	760
妮	760
御	760
桶	760
龟	756
枣	754
隋	754
纹	751
宙	751
黔	748
犹	748
翠	748
署	747
枫	745
锐	744
屯	742
伍	742
婴	741
谭	741
卵	740
冒	739
渔	736
恢	736
阔	736
碎	735
拆	734
戈	733
牵	732
杏	732
陪	731
甫	730
坑	729
忽	728
阜	728
抵	728
携	728
滚	728
墓	727
跃	726
邵	725
馨	725
沁	725
琼	724
瑜	723
稍	721
蹈	721
棱	720
逊	719
•	718
践	717
厉	717
匿	715
摇	715
杉	715
冀	714
蓉	713
蟹	713
渊	712
恨	711
愁	711
覆	710
撒	706
晴	706
瀑	705
钙	705
筋	703
稿	702
谦	699
毅	699
仰	698
寄	697
傻	696
蝶	696
稻	696
辨	696
夹	695
斑	695
盾	694
诊	692
晗	690
磁	690
筹	690
拨	689
券	689
翁	685
渝	684
踏	682
庚	681
渤	680
串	680
陷	679
肝	679
―	678
à	674
①	674
撞	674
捕	671
迫	669
烂	666
允	666
帆	666
杠	666
煌	665
硫	664
萍	664
盒	664
穆	663
碱	662
煮	656
瓣	656
渠	655
荡	655
颇	655
奴	654
稀	654
虾	653
昂	653
舌	651
邑	651
翼	651
邪	650
粗	649
遂	646
樱	646
叙	643
污	643
祁	642
灌	640
拓	640
颁	637
嬛	637
坤	637
猛	636
钠	636
倩	634
巷	634
扰	630
襄	628
陌	627
删	627
窝	626
禅	625
怡	625
株	624
搬	624
浴	622
骗	620
脏	620
珊	620
©	619
吻	618
吊	617
黛	617
幂	616
祭	615
堪	614
炉	613
恰	612
迟	612
梨	610
铃	609
榆	609
凝	608
囊	608
伸	607
鸦	607
涂	606
框	606
钓	605
莹	605
枚	604
蚂	603
庸	602
轿	602
彼	601
腔	601
ā	600
​	600
琪	598
绥	598
仇	596
骏	596
泼	595
孢	594
裕	594
萝	593
刊	593
疼	593
赠	591
葬	591
肚	590
勿	590
肩	589
瓷	589
膀	589
菱	588
腺	586
援	582
蛮	582
姻	582
氯	582
谐	582
湛	582
彦	579
巢	579
枢	578
挖	577
纠	577
ì	577
澄	576
é	576
厨	576
柜	575
瑟	575
麓	574
廊	574
堆	574
缓	573
卜	571
滋	571
佐	570
卿	570
铭	570
咱	569
瘦	569
俩	568
媛	567
淋	564
潍	563
乏	563
惨	562
摸	562
桌	560
皖	559
雍	557
旬	557
畔	555
耶	554
伪	553
濒	553
拖	552
啡	550
昏	549
盲	547
疫	546
②	545
闯	545
擦	544
晒	543
陀	541
骄	541
亥	539
ī	538
呆	537
螺	537
碰	536
宴	535
丙	535
楠	533
嘻	532
磊	532
峭	531
仑	531
洱	531
挡	529
骂	529
弘	529
逝	528
帽	528
霆	527
}	527
措	527
彝	524
丸	524
堰	523
匠	523
绑	522
恭	522
缸	521
凶	521
蜡	521
巡	520
狄	519
纤	519
抚	518
á	517
缴	516
蚁	516
贞	515
忌	515
爵	514
勾	514
驴	514
循	513
崔	513
汝	513
漳	513
屠	513
蓄	513
厌	513
藤	512
泳	511
蓬	510
佟	510
壶	509
伽	509
淳	508
叹	507
椒	507
衰	506
侣	505
禹	504
栋	503
尸	502
踪	502
旱	502
俪	502
绣	502
芜	502
吞	501
夸	501
丢	501
槽	499
奢	498
铝	498
劝	497
梵	497
伐	497
勋	496
叛	495
霖	494
埔	493
甸	492
渭	492
恺	491
赌	491
笙	491
妍	490
慎	490
灿	488
鲸	487
绰	487
彬	486
轼	484
辱	483
侨	483
叠	482
芙	481
丫	479
袖	479
荔	478
赖	477
啤	477
霉	476
奕	474
庞	473
泌	472
鞍	472
璧	472
穴	470
爬	469
丛	469
喊	467
垃	467
辕	467
笛	465
栈	465
矛	464
跪	464
牡	464
卦	463
饼	463
薪	463
茨	463
烤	462
帐	462
函	462
疏	460
眠	459
丧	459
圾	459
埋	458
蒲	457
擅	457
斩	456
芯	455
嫩	455
酱	455
饶	454
钩	454
葫	453
谊	453
ù	452
艰	451
岚	451
禾	451
肺	451
喀	450
弓	450
樊	450
潇	449
陇	449
寂	449
崩	449
聂	449
暑	449
契	448
盈	447
奠	447
斌	446
旨	446
奸	445
哺	445
碗	445
¥	444
仕	444
淇	443
拾	443
炫	443
{	443
赴	442
绎	442
绳	442
赔	442
窟	441
扇	441
邯	441
泗	440
於	438
愈	437
麟	437
砂	437
巫	436
澜	436
殷	435
媚	435
婉	435
滕	434
昕	433
祸	433
偿	433
韶	432
焰	432
披	431
涨	431
咬	431
佑	430
巩	430
哀	430
拒	429
氨	428
闺	428
旭	425
羞	425
馈	424
茫	424
臭	424
娟	419
尹	419
纺	419
芈	419
峨	419
漏	419
釜	418
兹	418
遮	418
竿	416
嫣	416
梓	415
咏	414
迦	413
玮	413
ǎ	413
颈	412
尉	412
扑	411
梧	411
￥	410
巾	410
痴	409
晕	409
í	409
喉	409
愤	408
蕾	408
邢	407
沛	407
粘	405
勃	405
诛	404
臂	403
兑	403
乒	403
唤	403
贪	401
兮	400
溢	399
郸	399
撇	399
狸	397
晏	397
烛	396
颐	396
蝎	395
捉	393
鸽	393
嘿	393
锤	393
攀	392
扁	392
姗	392
埠	391
磅	390
炒	389
抛	389
牲	389
邱	388
匆	388
洒	388
傣	388
糊	387
缝	387
彰	386
芒	385
嗯	384
诱	384
鲨	383
戊	383
绸	383
鑫	382
痕	382
沸	380
淑	379
膏	379
敲	378
爹	377
渴	376
酉	375
乓	374
琅	374
蝉	374
棵	373
蔬	373
筒	372
郴	372
汁	371
吟	370
虐	370
畜	370
劫	369
娥	369
蔚	368
纱	368
栖	368
邹	367
潼	366
葵	366
瞬	365
撰	365
蔻	364
宰	364
昊	364
捧	363
瞎	362
磷	361
罕	361
赚	361
∩	360
璐	360
欺	360
怨	359
醇	358
酿	358
辟	358
匡	358
寅	358
尧	358
冥	357
棠	357
趋	356
貂	355
″	355
鞭	355
橙	354
冻	354
抄	353
虞	352
倡	352
牢	352
饱	352
朔	350
雯	349
栽	349
盼	348
铸	348
倚	348
菏	348
③	347
脆	347
葱	346
㎡	346
厢	346
娶	345
佬	345
肾	345
芽	345
沫	344
嫌	343
濮	343
薯	343
誓	342
衍	342
肪	342
肇	342
阎	341
饺	340
抒	340
★	340
鹭	340
吓	340
仗	339
罢	339
梭	339
阮	338
倪	338
侦	337
愚	337
弥	337
狠	337
悔	336
冉	336
掘	336
辩	335
柬	333
珑	332
